corte,clientes,hit_rate_modelo,hit_rate_popularidad,diferencia_pp
2018-01-02,659,0.503793626707132,0.4582701062215478,4.552352048558422
2018-03-03,667,0.49775112443778113,0.4662668665667166,3.1484257871064516
2018-05-02,550,0.49272727272727274,0.46,3.2727272727272716
